Datum,Stunde,Strahlung Rieden [kW/m²],Temp. Rieden [°C]
2022-04-22,19,0.11875,
2022-04-22,20,0.015,
2022-04-22,21,0.0,
2022-04-22,22,0.0,
2022-04-22,23,0.0,
2022-04-23,0,0.0,
2022-04-23,1,0.0,
2022-04-23,2,0.0,
2022-04-23,3,0.0,
2022-04-23,4,0.0,
2022-04-23,5,0.0,
2022-04-23,6,0.008,
2022-04-23,7,0.0735,
2022-04-23,8,0.1535,
2022-04-23,9,0.17875,
2022-04-23,10,0.21025,
2022-04-23,11,0.26525,
2022-04-23,12,0.45325,
2022-04-23,13,0.596,
2022-04-23,14,0.402,
2022-04-23,15,0.45875,
2022-04-23,16,0.2675,
2022-04-23,17,0.1535,
2022-04-23,18,0.13625,
2022-04-23,19,0.07150000000000001,
2022-04-23,20,0.011,
2022-04-23,21,0.0,
2022-04-23,22,0.0,
2022-04-23,23,0.0,
2022-04-24,0,0.0,
2022-04-24,1,0.0,
2022-04-24,2,0.0,
2022-04-24,3,0.0,
2022-04-24,4,0.0,
2022-04-24,5,0.0,
2022-04-24,6,0.00625,
2022-04-24,7,0.07875,
2022-04-24,8,0.23625000000000002,
2022-04-24,9,0.2955,
2022-04-24,10,0.17725,
2022-04-24,11,0.22125,
2022-04-24,12,0.6075,
2022-04-24,13,0.57625,
2022-04-24,14,0.67075,
2022-04-24,15,0.20600000000000002,
2022-04-24,16,0.12225,
2022-04-24,17,0.08875,
2022-04-24,18,0.04275,
2022-04-24,19,0.01875,
2022-04-24,20,0.0,
2022-04-24,21,0.0,
2022-04-24,22,0.0,
2022-04-24,23,0.0,
2022-04-25,0,0.0,
2022-04-25,1,0.0,
2022-04-25,2,0.0,
2022-04-25,3,0.0,
2022-04-25,4,0.0,
2022-04-25,5,0.0,
2022-04-25,6,0.0,
2022-04-25,7,0.012,
2022-04-25,8,0.0685,
2022-04-25,9,0.1105,
2022-04-25,10,0.225,
2022-04-25,11,0.522,
2022-04-25,12,0.74175,
2022-04-25,13,0.45525,
2022-04-25,14,0.258,
2022-04-25,15,0.1555,
2022-04-25,16,0.16875,
2022-04-25,17,0.4445,
2022-04-25,18,0.34925,
2022-04-25,19,0.08,
2022-04-25,20,0.00475,
2022-04-25,21,0.0,
2022-04-25,22,0.0,
2022-04-25,23,0.0,
2022-04-26,0,0.0,
2022-04-26,1,0.0,
2022-04-26,2,0.0,
2022-04-26,3,0.0,
2022-04-26,4,0.0,
2022-04-26,5,0.0,
2022-04-26,6,0.0,
2022-04-26,7,0.04725,
2022-04-26,8,0.0955,
2022-04-26,9,0.060250000000000005,
2022-04-26,10,0.0545,
2022-04-26,11,0.066,
2022-04-26,12,0.09225,
2022-04-26,13,0.27925,
2022-04-26,14,0.617,
2022-04-26,15,0.85775,
2022-04-26,16,0.40075,
2022-04-26,17,0.12375,
2022-04-26,18,0.054,
2022-04-26,19,0.05925,
2022-04-26,20,0.01575,
2022-04-26,21,0.0,
2022-04-26,22,0.0,
2022-04-26,23,0.0,
2022-04-27,0,0.0,
2022-04-27,1,0.0,
2022-04-27,2,0.0,
2022-04-27,3,0.0,
2022-04-27,4,0.0,
2022-04-27,5,0.0,
2022-04-27,6,0.00425,
2022-04-27,7,0.077,
2022-04-27,8,0.29825,
2022-04-27,9,0.46749999999999997,
2022-04-27,10,0.6805,
2022-04-27,11,0.82725,
2022-04-27,12,0.9147500000000001,
2022-04-27,13,0.9422499999999999,
2022-04-27,14,0.91275,
2022-04-27,15,0.82975,
2022-04-27,16,0.73675,
2022-04-27,17,0.56575,
2022-04-27,18,0.34575,
2022-04-27,19,0.15575,
2022-04-27,20,0.0235,
2022-04-27,21,0.0,
2022-04-27,22,0.0,
2022-04-27,23,0.0,
2022-04-28,0,0.0,
2022-04-28,1,0.0,
2022-04-28,2,0.0,
2022-04-28,3,0.0,
2022-04-28,4,0.0,
2022-04-28,5,0.0,
2022-04-28,6,0.01,
2022-04-28,7,0.0685,
2022-04-28,8,0.301,
2022-04-28,9,0.50125,
2022-04-28,10,0.68175,
2022-04-28,11,0.81825,
2022-04-28,12,0.901,
2022-04-28,13,0.93425,
2022-04-28,14,0.9147500000000001,
2022-04-28,15,0.82725,
2022-04-28,16,0.704,
2022-04-28,17,0.546,
2022-04-28,18,0.35575,
2022-04-28,19,0.16475,
2022-04-28,20,0.026000000000000002,
2022-04-28,21,0.0,
2022-04-28,22,0.0,
2022-04-28,23,0.0,
2022-04-29,0,0.0,
2022-04-29,1,0.0,
2022-04-29,2,0.0,
2022-04-29,3,0.0,
2022-04-29,4,0.0,
2022-04-29,5,0.0,
2022-04-29,6,0.013000000000000001,
2022-04-29,7,0.08275,
2022-04-29,8,0.33025,
2022-04-29,9,0.51875,
2022-04-29,10,0.6937500000000001,
2022-04-29,11,0.8255,
2022-04-29,12,0.917,
2022-04-29,13,0.755,
2022-04-29,14,0.73325,
2022-04-29,15,0.8025,
2022-04-29,16,0.6855,
2022-04-29,17,0.36150000000000004,
2022-04-29,18,0.20950000000000002,
2022-04-29,19,0.106,
2022-04-29,20,0.015000000000000001,
2022-04-29,21,0.0,
2022-04-29,22,0.0,
2022-04-29,23,0.0,
2022-04-30,0,0.0,
2022-04-30,1,0.0,
2022-04-30,2,0.0,
2022-04-30,3,0.0,
2022-04-30,4,0.0,
2022-04-30,5,0.0,
2022-04-30,6,0.0,
2022-04-30,7,0.017750000000000002,
2022-04-30,8,0.04475,
2022-04-30,9,0.0865,
2022-04-30,10,0.10325000000000001,
2022-04-30,11,0.0935,
2022-04-30,12,0.34650000000000003,
2022-04-30,13,0.41125,
2022-04-30,14,0.5535,
2022-04-30,15,0.67225,
2022-04-30,16,0.26175,
2022-04-30,17,0.2855,
2022-04-30,18,0.26525,
2022-04-30,19,0.1365,
2022-04-30,20,0.017499999999999998,
2022-04-30,21,0.0,
2022-04-30,22,0.0,
2022-04-30,23,0.0,
2022-05-01,0,0.0,
2022-05-01,1,0.0,
2022-05-01,2,0.0,
2022-05-01,3,0.0,
2022-05-01,4,0.0,
2022-05-01,5,0.0,
2022-05-01,6,0.0005,
2022-05-01,7,0.03625,
2022-05-01,8,0.10425,
2022-05-01,9,0.30075,
2022-05-01,10,0.39125,
2022-05-01,11,0.86075,
2022-05-01,12,0.89075,
2022-05-01,13,0.64,
2022-05-01,14,0.5705,
2022-05-01,15,0.5075000000000001,
2022-05-01,16,0.518,
2022-05-01,17,0.434,
2022-05-01,18,0.364,
2022-05-01,19,0.16575,
2022-05-01,20,0.0315,
2022-05-01,21,0.0,
2022-05-01,22,0.0,
2022-05-01,23,0.0,
2022-05-02,0,0.0,
2022-05-02,1,0.0,
2022-05-02,2,0.0,
2022-05-02,3,0.0,
2022-05-02,4,0.0,
2022-05-02,5,0.0,
2022-05-02,6,0.01225,
2022-05-02,7,0.087,
2022-05-02,8,0.32,
2022-05-02,9,0.50875,
2022-05-02,10,0.68525,
2022-05-02,11,0.82125,
2022-05-02,12,0.9,
2022-05-02,13,0.9435,
2022-05-02,14,0.645,
2022-05-02,15,0.43075,
2022-05-02,16,0.4635,
2022-05-02,17,0.556,
2022-05-02,18,0.41900000000000004,
2022-05-02,19,0.219,
2022-05-02,20,0.03475,
2022-05-02,21,0.0,
2022-05-02,22,0.0,
2022-05-02,23,0.0,
2022-05-03,0,0.0,
2022-05-03,1,0.0,
2022-05-03,2,0.0,
2022-05-03,3,0.0,
2022-05-03,4,0.0,
2022-05-03,5,0.0,
2022-05-03,6,0.0175,
2022-05-03,7,0.11325,
2022-05-03,8,0.3085,
2022-05-03,9,0.48024999999999995,
2022-05-03,10,0.61425,
2022-05-03,11,0.4995,
2022-05-03,12,0.4445,
2022-05-03,13,0.57325,
2022-05-03,14,0.705,
2022-05-03,15,0.58525,
2022-05-03,16,0.76725,
2022-05-03,17,0.48475,
2022-05-03,18,0.39175,
2022-05-03,19,0.10325000000000001,
2022-05-03,20,0.013999999999999999,
2022-05-03,21,0.0,
2022-05-03,22,0.0,
2022-05-03,23,0.0,
2022-05-04,0,0.0,
2022-05-04,1,0.0,
2022-05-04,2,0.0,
2022-05-04,3,0.0,
2022-05-04,4,0.0,
2022-05-04,5,0.0,
2022-05-04,6,0.012,
2022-05-04,7,0.0685,
2022-05-04,8,0.14925,
2022-05-04,9,0.266,
2022-05-04,10,0.49924999999999997,
2022-05-04,11,0.533,
2022-05-04,12,0.9065,
2022-05-04,13,0.52225,
2022-05-04,14,0.459,
2022-05-04,15,0.5175,
2022-05-04,16,0.23199999999999998,
2022-05-04,17,0.28725,
2022-05-04,18,0.20650000000000002,
2022-05-04,19,0.08275,
2022-05-04,20,0.01525,
2022-05-04,21,0.0,
2022-05-04,22,0.0,
2022-05-04,23,0.0,
2022-05-05,0,0.0,
2022-05-05,1,0.0,
2022-05-05,2,0.0,
2022-05-05,3,0.0,
2022-05-05,4,0.0,
2022-05-05,5,0.0,
2022-05-05,6,0.00325,
2022-05-05,7,0.11699999999999999,
2022-05-05,8,0.3825,
2022-05-05,9,0.35375,
2022-05-05,10,0.6035,
2022-05-05,11,0.6195,
2022-05-05,12,0.456,
2022-05-05,13,0.5035000000000001,
2022-05-05,14,0.51225,
2022-05-05,15,0.36175,
2022-05-05,16,0.25475,
2022-05-05,17,0.19925,
2022-05-05,18,0.1025,
2022-05-05,19,0.051750000000000004,
2022-05-05,20,0.0,
2022-05-05,21,0.0,
2022-05-05,22,0.0,
2022-05-05,23,0.0,
2022-05-06,0,0.0,
2022-05-06,1,0.0,
2022-05-06,2,0.0,
2022-05-06,3,0.0,
2022-05-06,4,0.0,
2022-05-06,5,0.0,
2022-05-06,6,0.0,
2022-05-06,7,0.02825,
2022-05-06,8,0.06475,
2022-05-06,9,0.21975,
2022-05-06,10,0.14075,
2022-05-06,11,0.14,
2022-05-06,12,0.1965,
2022-05-06,13,0.223,
2022-05-06,14,0.2645,
2022-05-06,15,0.2295,
2022-05-06,16,0.16849999999999998,
2022-05-06,17,0.09425,
2022-05-06,18,0.055749999999999994,
2022-05-06,19,0.050499999999999996,
2022-05-06,20,0.01325,
2022-05-06,21,0.0,
2022-05-06,22,0.0,
2022-05-06,23,0.0,
2022-05-07,0,0.0,
2022-05-07,1,0.0,
2022-05-07,2,0.0,
2022-05-07,3,0.0,
2022-05-07,4,0.0,
2022-05-07,5,0.0,
2022-05-07,6,0.01575,
2022-05-07,7,0.0685,
2022-05-07,8,0.09075,
2022-05-07,9,0.16125,
2022-05-07,10,0.203,
2022-05-07,11,0.16075,
2022-05-07,12,0.129,
2022-05-07,13,0.24925,
2022-05-07,14,0.187,
2022-05-07,15,0.34825,
2022-05-07,16,0.15375,
2022-05-07,17,0.097,
2022-05-07,18,0.082,
2022-05-07,19,0.07150000000000001,
2022-05-07,20,0.01075,
2022-05-07,21,0.0,
2022-05-07,22,0.0,
2022-05-07,23,0.0,
2022-05-08,0,0.0,
2022-05-08,1,0.0,
2022-05-08,2,0.0,
2022-05-08,3,0.0,
2022-05-08,4,0.0,
2022-05-08,5,0.0,
2022-05-08,6,0.01625,
2022-05-08,7,0.068,
2022-05-08,8,0.2175,
2022-05-08,9,0.176,
2022-05-08,10,0.5415,
2022-05-08,11,0.56175,
2022-05-08,12,0.28625,
2022-05-08,13,0.389,
2022-05-08,14,0.4375,
2022-05-08,15,0.46075,
2022-05-08,16,0.39225,
2022-05-08,17,0.30275,
2022-05-08,18,0.186,
2022-05-08,19,0.10775,
2022-05-08,20,0.0215,
2022-05-08,21,0.0,
2022-05-08,22,0.0,
2022-05-08,23,0.0,
2022-05-09,0,0.0,
2022-05-09,1,0.0,
2022-05-09,2,0.0,
2022-05-09,3,0.0,
2022-05-09,4,0.0,
2022-05-09,5,0.0,
2022-05-09,6,0.025500000000000002,
2022-05-09,7,0.1105,
2022-05-09,8,0.2935,
2022-05-09,9,0.5205,
2022-05-09,10,0.6950000000000001,
2022-05-09,11,0.833,
2022-05-09,12,0.897,
2022-05-09,13,0.9157500000000001,
2022-05-09,14,0.9125000000000001,
2022-05-09,15,0.85475,
2022-05-09,16,0.67875,
2022-05-09,17,0.6719999999999999,
2022-05-09,18,0.38975,
2022-05-09,19,0.19075,
2022-05-09,20,0.045000000000000005,
2022-05-09,21,0.0,
2022-05-09,22,0.0,
2022-05-09,23,0.0,
2022-05-10,0,0.0,
2022-05-10,1,0.0,
2022-05-10,2,0.0,
2022-05-10,3,0.0,
2022-05-10,4,0.0,
2022-05-10,5,0.0,
2022-05-10,6,0.02025,
2022-05-10,7,0.11674999999999999,
2022-05-10,8,0.35450000000000004,
2022-05-10,9,0.5405,
2022-05-10,10,0.70475,
2022-05-10,11,0.8145,
2022-05-10,12,0.8625,
2022-05-10,13,0.9395,
2022-05-10,14,0.918,
2022-05-10,15,0.8305,
2022-05-10,16,0.693,
2022-05-10,17,0.47,
2022-05-10,18,0.2045,
2022-05-10,19,0.10275,
2022-05-10,20,0.028749999999999998,
2022-05-10,21,0.0,
2022-05-10,22,0.0,
2022-05-10,23,0.0,
2022-05-11,0,0.0,
2022-05-11,1,0.0,
2022-05-11,2,0.0,
2022-05-11,3,0.0,
2022-05-11,4,0.0,
2022-05-11,5,0.0,
2022-05-11,6,0.02725,
2022-05-11,7,0.12625,
2022-05-11,8,0.33199999999999996,
2022-05-11,9,0.50575,
2022-05-11,10,0.6895,
2022-05-11,11,0.82075,
2022-05-11,12,0.89375,
2022-05-11,13,0.9385,
2022-05-11,14,0.9107500000000001,
2022-05-11,15,0.82675,
2022-05-11,16,0.70625,
2022-05-11,17,0.552,
2022-05-11,18,0.37224999999999997,
2022-05-11,19,0.18975,
2022-05-11,20,0.0465,
2022-05-11,21,0.0,
2022-05-11,22,0.0,
2022-05-11,23,0.0,
2022-05-12,0,0.0,
2022-05-12,1,0.0,
2022-05-12,2,0.0,
2022-05-12,3,0.0,
2022-05-12,4,0.0,
2022-05-12,5,0.0,
2022-05-12,6,0.01475,
2022-05-12,7,0.0945,
2022-05-12,8,0.2485,
2022-05-12,9,0.354,
2022-05-12,10,0.60175,
2022-05-12,11,0.82375,
2022-05-12,12,0.90925,
2022-05-12,13,0.9187500000000001,
2022-05-12,14,0.84325,
2022-05-12,15,0.7995,
2022-05-12,16,0.40349999999999997,
2022-05-12,17,0.219,
2022-05-12,18,0.21725,
2022-05-12,19,0.12575,
2022-05-12,20,0.025,
2022-05-12,21,0.0,
2022-05-12,22,0.0,
2022-05-12,23,0.0,
2022-05-13,0,0.0,
2022-05-13,1,0.0,
2022-05-13,2,0.0,
2022-05-13,3,0.0,
2022-05-13,4,0.0,
2022-05-13,5,0.0,
2022-05-13,6,0.0,
2022-05-13,7,0.04625,
2022-05-13,8,0.11925,
2022-05-13,9,0.15125,
2022-05-13,10,0.41875,
2022-05-13,11,0.3765,
2022-05-13,12,0.3125,
2022-05-13,13,0.2115,
2022-05-13,14,0.23049999999999998,
2022-05-13,15,0.2415,
2022-05-13,16,0.481,
2022-05-13,17,0.32125,
2022-05-13,18,0.35875,
2022-05-13,19,0.212,
2022-05-13,20,0.0435,
2022-05-13,21,0.0,
2022-05-13,22,0.0,
2022-05-13,23,0.0,
2022-05-14,0,0.0,
2022-05-14,1,0.0,
2022-05-14,2,0.0,
2022-05-14,3,0.0,
2022-05-14,4,0.0,
2022-05-14,5,0.0,
2022-05-14,6,0.01,
2022-05-14,7,0.06025,
2022-05-14,8,0.16325,
2022-05-14,9,0.43125,
2022-05-14,10,0.6355,
2022-05-14,11,0.823,
2022-05-14,12,0.9077500000000001,
2022-05-14,13,0.9432499999999999,
2022-05-14,14,0.92275,
2022-05-14,15,0.843,
2022-05-14,16,0.71925,
2022-05-14,17,0.57575,
2022-05-14,18,0.393,
2022-05-14,19,0.20225,
2022-05-14,20,0.054,
2022-05-14,21,0.0,
2022-05-14,22,0.0,
2022-05-14,23,0.0,
2022-05-15,0,0.0,
2022-05-15,1,0.0,
2022-05-15,2,0.0,
2022-05-15,3,0.0,
2022-05-15,4,0.0,
2022-05-15,5,0.0,
2022-05-15,6,0.03625,
2022-05-15,7,0.134,
2022-05-15,8,0.33725,
2022-05-15,9,0.53525,
2022-05-15,10,0.6975,
2022-05-15,11,0.82275,
2022-05-15,12,0.8955,
2022-05-15,13,0.93825,
2022-05-15,14,0.9117500000000001,
2022-05-15,15,0.8445,
2022-05-15,16,0.72275,
2022-05-15,17,0.5485,
2022-05-15,18,0.3795,
2022-05-15,19,0.214,
2022-05-15,20,0.04775,
2022-05-15,21,0.0,
2022-05-15,22,0.0,
2022-05-15,23,0.0,
2022-05-16,0,0.0,
2022-05-16,1,0.0,
2022-05-16,2,0.0,
2022-05-16,3,0.0,
2022-05-16,4,0.0,
2022-05-16,5,0.0,
2022-05-16,6,0.009000000000000001,
2022-05-16,7,0.0755,
2022-05-16,8,0.061000000000000006,
2022-05-16,9,0.04775,
2022-05-16,10,0.21425,
2022-05-16,11,0.63625,
2022-05-16,12,0.8895000000000001,
2022-05-16,13,0.70275,
2022-05-16,14,0.5297499999999999,
2022-05-16,15,0.55925,
2022-05-16,16,0.11875,
2022-05-16,17,0.176,
2022-05-16,18,0.1705,
2022-05-16,19,0.08,
2022-05-16,20,0.00375,
2022-05-16,21,0.0,
2022-05-16,22,0.0,
2022-05-16,23,0.0,
2022-05-17,0,0.0,
2022-05-17,1,0.0,
2022-05-17,2,0.0,
2022-05-17,3,0.0,
2022-05-17,4,0.0,
2022-05-17,5,0.0,
2022-05-17,6,0.0295,
2022-05-17,7,0.1625,
2022-05-17,8,0.36875,
2022-05-17,9,0.5387500000000001,
2022-05-17,10,0.6985,
2022-05-17,11,0.808,
2022-05-17,12,0.91625,
2022-05-17,13,0.89275,
2022-05-17,14,0.865,
2022-05-17,15,0.82375,
2022-05-17,16,0.725,
2022-05-17,17,0.5585,
2022-05-17,18,0.37025,
2022-05-17,19,0.09875,
2022-05-17,20,0.0545,
2022-05-17,21,0.001,
2022-05-17,22,0.0,
2022-05-17,23,0.0,
2022-05-18,0,0.0,
2022-05-18,1,0.0,
2022-05-18,2,0.0,
2022-05-18,3,0.0,
2022-05-18,4,0.0,
2022-05-18,5,0.0,
2022-05-18,6,0.026250000000000002,
2022-05-18,7,0.14250000000000002,
2022-05-18,8,0.35825,
2022-05-18,9,0.52025,
2022-05-18,10,0.6955,
2022-05-18,11,0.8362499999999999,
2022-05-18,12,0.90375,
2022-05-18,13,0.93775,
2022-05-18,14,0.9195,
2022-05-18,15,0.82325,
2022-05-18,16,0.72275,
2022-05-18,17,0.5680000000000001,
2022-05-18,18,0.397,
2022-05-18,19,0.20575,
2022-05-18,20,0.06475,
2022-05-18,21,0.0,
2022-05-18,22,0.0,
2022-05-18,23,0.0,
2022-05-19,0,0.0,
2022-05-19,1,0.0,
2022-05-19,2,0.0,
2022-05-19,3,0.0,
2022-05-19,4,0.0,
2022-05-19,5,0.0,
2022-05-19,6,0.0385,
2022-05-19,7,0.15875,
2022-05-19,8,0.35925,
2022-05-19,9,0.54,
2022-05-19,10,0.67875,
2022-05-19,11,0.712,
2022-05-19,12,0.87825,
2022-05-19,13,0.9215,
2022-05-19,14,0.8865000000000001,
2022-05-19,15,0.752,
2022-05-19,16,0.45325,
2022-05-19,17,0.06525,
2022-05-19,18,0.02325,
2022-05-19,19,0.08524999999999999,
2022-05-19,20,0.0525,
2022-05-19,21,0.006,
2022-05-19,22,0.0,
2022-05-19,23,0.0,
2022-05-20,0,0.0,
2022-05-20,1,0.0,
2022-05-20,2,0.0,
2022-05-20,3,0.0,
2022-05-20,4,0.0,
2022-05-20,5,0.0,
2022-05-20,6,0.036000000000000004,
2022-05-20,7,0.15475,
2022-05-20,8,0.34675,
2022-05-20,9,0.5265,
2022-05-20,10,0.6855,
2022-05-20,11,0.8025,
2022-05-20,12,0.8965000000000001,
2022-05-20,13,0.93025,
2022-05-20,14,0.90825,
2022-05-20,15,0.8302499999999999,
2022-05-20,16,0.7105,
2022-05-20,17,0.55875,
2022-05-20,18,0.3695,
2022-05-20,19,0.19125,
2022-05-20,20,0.07275000000000001,
2022-05-20,21,0.004,
2022-05-20,22,0.0,
2022-05-20,23,0.0,
2022-05-21,0,0.0,
2022-05-21,1,0.0,
2022-05-21,2,0.0,
2022-05-21,3,0.0,
2022-05-21,4,0.0,
2022-05-21,5,0.0,
2022-05-21,6,0.00275,
2022-05-21,7,0.023,
2022-05-21,8,0.0545,
2022-05-21,9,0.06,
2022-05-21,10,0.14525,
2022-05-21,11,0.28800000000000003,
2022-05-21,12,0.34025,
2022-05-21,13,0.36875,
2022-05-21,14,0.63225,
2022-05-21,15,0.40775,
2022-05-21,16,0.62875,
2022-05-21,17,0.37275,
2022-05-21,18,0.362,
2022-05-21,19,0.2445,
2022-05-21,20,0.06925,
2022-05-21,21,0.0015,
2022-05-21,22,0.0,
2022-05-21,23,0.0,
2022-05-22,0,0.0,
2022-05-22,1,0.0,
2022-05-22,2,0.0,
2022-05-22,3,0.0,
2022-05-22,4,0.0,
2022-05-22,5,0.0,
2022-05-22,6,0.039,
2022-05-22,7,0.155,
2022-05-22,8,0.289,
2022-05-22,9,0.46475,
2022-05-22,10,0.3745,
2022-05-22,11,0.49525,
2022-05-22,12,0.4365,
2022-05-22,13,0.6859999999999999,
2022-05-22,14,0.7717499999999999,
2022-05-22,15,0.41475,
2022-05-22,16,0.47025,
2022-05-22,17,0.40950000000000003,
2022-05-22,18,0.23199999999999998,
2022-05-22,19,0.114,
2022-05-22,20,0.02525,
2022-05-22,21,0.00325,
2022-05-22,22,0.0,
2022-05-22,23,0.0,
2022-05-23,0,0.0,
2022-05-23,1,0.0,
2022-05-23,2,0.0,
2022-05-23,3,0.0,
2022-05-23,4,0.0,
2022-05-23,5,0.0,
2022-05-23,6,0.0335,
2022-05-23,7,0.06375,
2022-05-23,8,0.17675,
2022-05-23,9,0.45925,
2022-05-23,10,0.6697500000000001,
2022-05-23,11,0.7815000000000001,
2022-05-23,12,0.63725,
2022-05-23,13,0.5912499999999999,
2022-05-23,14,0.050249999999999996,
2022-05-23,15,0.41975,
2022-05-23,16,0.32825,
2022-05-23,17,0.03425,
2022-05-23,18,0.011,
2022-05-23,19,0.05275,
2022-05-23,20,0.0,
2022-05-23,21,0.0,
2022-05-23,22,0.0,
2022-05-23,23,0.0,
2022-05-24,0,0.0,
2022-05-24,1,0.0,
2022-05-24,2,0.0,
2022-05-24,3,0.0,
2022-05-24,4,0.0,
2022-05-24,5,0.0,
2022-05-24,6,0.00825,
2022-05-24,7,0.018500000000000003,
2022-05-24,8,0.03625,
2022-05-24,9,0.08975,
2022-05-24,10,0.1315,
2022-05-24,11,0.08675,
2022-05-24,12,0.15849999999999997,
2022-05-24,13,0.2125,
2022-05-24,14,0.27,
2022-05-24,15,0.1995,
2022-05-24,16,0.184,
2022-05-24,17,0.12275,
2022-05-24,18,0.0955,
2022-05-24,19,0.0775,
2022-05-24,20,0.038,
2022-05-24,21,0.0,
2022-05-24,22,0.0,
2022-05-24,23,0.0,
2022-05-25,0,0.0,
2022-05-25,1,0.0,
2022-05-25,2,0.0,
2022-05-25,3,0.0,
2022-05-25,4,0.0,
2022-05-25,5,0.0,
2022-05-25,6,0.00325,
2022-05-25,7,0.02975,
2022-05-25,8,0.112,
2022-05-25,9,0.2255,
2022-05-25,10,0.4855,
2022-05-25,11,0.622,
2022-05-25,12,0.50975,
2022-05-25,13,1.0434999999999999,
2022-05-25,14,0.998,
2022-05-25,15,0.86125,
2022-05-25,16,0.73975,
2022-05-25,17,0.35625,
2022-05-25,18,0.19825,
2022-05-25,19,0.21,
2022-05-25,20,0.09075,
2022-05-25,21,0.0015,
2022-05-25,22,0.0,
2022-05-25,23,0.0,
2022-05-26,0,0.0,
2022-05-26,1,0.0,
2022-05-26,2,0.0,
2022-05-26,3,0.0,
2022-05-26,4,0.0,
2022-05-26,5,0.0,
2022-05-26,6,0.036250000000000004,
2022-05-26,7,0.12775,
2022-05-26,8,0.30474999999999997,
2022-05-26,9,0.5722499999999999,
2022-05-26,10,0.7422500000000001,
2022-05-26,11,0.871,
2022-05-26,12,0.9435,
2022-05-26,13,0.97775,
2022-05-26,14,0.9595,
2022-05-26,15,0.8755,
2022-05-26,16,0.76025,
2022-05-26,17,0.61,
2022-05-26,18,0.323,
2022-05-26,19,0.17425,
2022-05-26,20,0.078,
2022-05-26,21,0.00225,
2022-05-26,22,0.0,
2022-05-26,23,0.0,
2022-05-27,0,0.0,
2022-05-27,1,0.0,
2022-05-27,2,0.0,
2022-05-27,3,0.0,
2022-05-27,4,0.0,
2022-05-27,5,0.0,
2022-05-27,6,0.0365,
2022-05-27,7,0.1605,
2022-05-27,8,0.37575000000000003,
2022-05-27,9,0.5635,
2022-05-27,10,0.7185,
2022-05-27,11,0.85775,
2022-05-27,12,0.93475,
2022-05-27,13,0.969,
2022-05-27,14,0.94875,
2022-05-27,15,0.87275,
2022-05-27,16,0.76075,
2022-05-27,17,0.61625,
2022-05-27,18,0.464,
2022-05-27,19,0.23124999999999998,
2022-05-27,20,0.09425,
2022-05-27,21,0.0035,
2022-05-27,22,0.0,
2022-05-27,23,0.0,
2022-05-28,0,0.0,
2022-05-28,1,0.0,
2022-05-28,2,0.0,
2022-05-28,3,0.0,
2022-05-28,4,0.0,
2022-05-28,5,0.0,
2022-05-28,6,0.0,
2022-05-28,7,0.01125,
2022-05-28,8,0.05975,
2022-05-28,9,0.21925,
2022-05-28,10,0.5045,
2022-05-28,11,0.44275,
2022-05-28,12,0.59775,
2022-05-28,13,0.87775,
2022-05-28,14,0.852,
2022-05-28,15,0.618,
2022-05-28,16,0.49625,
2022-05-28,17,0.624,
2022-05-28,18,0.5035000000000001,
2022-05-28,19,0.26025,
2022-05-28,20,0.04975,
2022-05-28,21,0.0025,
2022-05-28,22,0.0,
2022-05-28,23,0.0,
2022-05-29,0,0.0,
2022-05-29,1,0.0,
2022-05-29,2,0.0,
2022-05-29,3,0.0,
2022-05-29,4,0.0,
2022-05-29,5,0.0,
2022-05-29,6,0.04025,
2022-05-29,7,0.07100000000000001,
2022-05-29,8,0.17925,
2022-05-29,9,0.4095,
2022-05-29,10,0.55475,
2022-05-29,11,0.76225,
2022-05-29,12,0.81225,
2022-05-29,13,0.96925,
2022-05-29,14,0.61225,
2022-05-29,15,0.2145,
2022-05-29,16,0.11925,
2022-05-29,17,0.2745,
2022-05-29,18,0.4925,
2022-05-29,19,0.25775,
2022-05-29,20,0.07150000000000001,
2022-05-29,21,0.00325,
2022-05-29,22,0.0,
2022-05-29,23,0.0,
2022-05-30,0,0.0,
2022-05-30,1,0.0,
2022-05-30,2,0.0,
2022-05-30,3,0.0,
2022-05-30,4,0.0,
2022-05-30,5,0.00025,
2022-05-30,6,0.035750000000000004,
2022-05-30,7,0.1795,
2022-05-30,8,0.40225,
2022-05-30,9,0.5565,
2022-05-30,10,0.72675,
2022-05-30,11,0.90625,
2022-05-30,12,0.8075,
2022-05-30,13,0.896,
2022-05-30,14,0.98325,
2022-05-30,15,0.913,
2022-05-30,16,0.76225,
2022-05-30,17,0.6265,
2022-05-30,18,0.447,
2022-05-30,19,0.25775000000000003,
2022-05-30,20,0.09425,
2022-05-30,21,0.0065,
2022-05-30,22,0.0,
2022-05-30,23,0.0,
2022-05-31,0,0.0,
2022-05-31,1,0.0,
2022-05-31,2,0.0,
2022-05-31,3,0.0,
2022-05-31,4,0.0,
2022-05-31,5,0.0,
2022-05-31,6,0.012499999999999999,
2022-05-31,7,0.0805,
2022-05-31,8,0.2335,
2022-05-31,9,0.286,
2022-05-31,10,0.474,
2022-05-31,11,0.47750000000000004,
2022-05-31,12,0.598,
2022-05-31,13,0.5535,
2022-05-31,14,0.27725,
2022-05-31,15,0.18925,
2022-05-31,16,0.2245,
2022-05-31,17,0.09525,
2022-05-31,18,0.041749999999999995,
